4
15 5
8 22 0 1 5 9 3 6 4 12 90 7 15 45 2
3 2 8 19 90
5 4
9 2 5 1 6
4 99 5 6
100 90
2746	-7833	-2065	-3404	939	4185	-1024	-8916	6009	-769	3575	-9806	2397	3868	-9883	-7080	7209	5937	-6482	-5396
9226	-3746	-126	-9286	-5372	4470	7725	3673	4608	-7142	8517	-4092	-9408	2639	-3529	9640	-6629	5834	-8451	-899
-1922	1192	9141	-3605	-4763	1004	4023	-2669	1167	6598	4628	-1597	-163	-9840	88	-6616	-108	-5876	-4299	-8577
9526	1132	-7709	2262	4109	6212	-9079	-2618	1168	-832	-6804	7978	2692	-4523	-4027	-2867	-4704	4006	-6174	2616
3851	6055	9774	-6349	6066	-7042	-7569	-2507	-7923	-3732	-1736	-451	-6660	-7159	3379	-5024	-3232	9598	132	6994
5504	6277	3841	8985	1346	724	-1027	-3198	-611	-5023	-4987	9639	-3591	8605	-8917	-9708	5508	9907	8940	-4904
1212	3631	-5699	-2504	5830	7321	286	2253	1659	2520	-993	-7293	6417	-4393	-7943	5507	7869	-6459	-1871	2854
-9707	-108	5955	-3196	-1108	5815	-4893	8493	-3499	-2058	4094	-6181	8752	-2611	3187	-9758	-4945	7979	1179	6600
6061	-5657	-7591	-7546	-6702	7529	-3447	7281	221	-2299	8320	1907	5181	-9655	-2750	5733	-835	8668	3724	-4615
-7068	-7279	6454	2454	-7522	901	-9594	-5606	5405	-3463	
2300 2152
-3206	-7799	8063	6690	-3707	4137	7687	-9912	-3531	9730	7727	-3621	5100	-4099	6986	5801	-9527	-826	-2085	-6398
-3434	-9730	-9655	-4733	-6643	-4671	8686	3418	4030	7059	1091	757	2574	-4222	7373	-1565	5940	3950	-1537	-2357
6858	-2142	-5025	-4073	1302	3469	-1483	3505	4015	5204	-9437	7476	218	9423	5578	8111	-6694	7637	-8216	9794
2375	-7365	-5936	-9999	4271	7333	8873	9836	-9052	-8947	4562	-4463	-8915	6051	-7058	5668	-1301	-2262	-5321	-3651
-4179	2980	-3242	-9693	-5698	-1213	-6610	-3989	-8690	853	1800	-4203	7921	8607	3600	2010	4768	1438	-2317	5986
-3406	-9197	8030	-2684	818	-3183	-6615	-6339	-9987	3176	-9363	-2523	-8361	-9553	4724	-9156	9690	3260	-1238	-2217
-3615	9539	4373	3905	1616	-5999	-1343	5916	-3453	-4471	-753	-5385	-2752	1237	-1563	-4188	-7707	-1129	-9513	-7884
-8599	1146	8443	5169	-998	6746	6444	-9675	1375	9954	9818	989	6640	-1460	5905	1535	-5755	8182	-148	7260
-8863	7189	8422	1729	2862	-3622	-5738	2574	461	-3601	1778	7305	-9803	416	4551	-5797	-2828	-7660	-9608	-2492
8881	-8659	3778	-8544	3570	-9382	-4734	-4233	5851	-6360	2175	-6079	7433	250	-2856	-5211	3571	-5442	-7044	4144
1036	2527	-8197	7107	8321	-4474	6492	5466	-3534	7899	1496	-5459	8608	5831	4782	6431	-8705	1401	1601	397
-4448	-8992	8851	-6771	-157	-1318	-7890	6767	2182	9835	2084	4481	8185	4656	8832	-3286	1669	-4639	6236	8544
2745	8287	6646	-1744	-8806	6806	-6932	4524	-7242	1290	8863	2560	-5738	3708	-9372	3897	-6540	-516	-7838	-6499
5292	-1147	-5016	927	-6495	605	-6091	6084	-111	9537	4222	-1976	-5762	-6486	5751	9052	-5635	7056	1742	-6859
-8668	1453	4712	4498	4590	7390	9723	2387	-1334	-504	3455	-7789	-4031	3738	-6680	-1144	197	-2281	-4099	54
-3443	6753	2575	9791	6438	-7787	-7566	-4797	-4917	7015	-7358	-9931	1166	2176	8113	9715	514	5290	46	3590
-6730	7994	-5825	-9390	1387	-8790	3190	-6528	6147	-2639	-3885	1438	-8435	9990	-4869	-1252	-3780	1372	4721	2309
6034	1255	-9883	-3002	9653	6268	-5584	2390	-8840	-8722	-1314	2114	9357	-3378	4047	5095	7985	-4461	-4869	9066
-4836	-8938	-4996	-7622	-4515	6517	-5154	-3713	8102	-2762	-1626	990	9951	-8665	-2904	-6915	6439	-4650	-9332	-4184
-1468	-3500	4629	370	4212	4201	-3556	-9985	7605	9232	-7275	6128	5801	8274	-4670	-7543	-1864	773	5489	2642
1460	5111	-3726	-3026	-6251	-1223	8600	-6649	1742	-5620	7930	7907	9687	2543	4578	7153	-3675	3041	-3669	23
-3166	3905	5087	3361	2765	1431	3578	-6241	2483	-5857	4825	1862	3395	-9529	-419	3345	-6393	9072	8412	-6298
3443	-4298	-7815	-5212	-2735	2337	7181	3400	-9155	2618	-1953	-3751	-1199	-665	5339	-6956	-8512	-1143	4737	-9328
-4374	6364	1691	-6681	-3572	-8178	-2661	8203	556	-6332	7335	-5683	-3453	7557	-1415	7450	-5701	-6728	-6855	-5454
907	4803	6772	-274	938	3437	-4134	4627	2003	8060	-2374	2647	-9941	4633	-9462	5407	8184	9446	136	9361
-1131	9212	8255	-1485	-4044	9473	-2990	1527	-8539	8990	-1858	8138	4768	4815	-1623	-4153	-1429	1781	-7290	-7959
-202	7343	-7496	4188	-1620	-5579	-9115	6410	-3416	3826	-1987	125	-1050	-2735	-6969	-2068	1916	-2878	9216	6591
-9030	4333	1196	4565	2282	2721	409	-2176	-2031	-8999	-8876	5094	-9023	-9098	5771	984	-6547	3461	7401	7950
-7593	5391	-8259	5535	5927	-511	4483	8166	-3989	9020	-5971	-5950	2563	-9477	-9031	4227	-9879	-1506	-5892	2776
-9102	-866	-265	-558	607	8357	-9913	-5486	2624	7263	-2776	-6935	-8122	6803	-5547	6983	-373	-4598	9839	5325
381	4493	8652	-3245	7799	-6999	-8468	2836	1596	-2180	-2431	9471	3728	7091	-1866	9184	2912	-3662	3633	3994
115	2359	1696	-7004	-1160	1100	-8330	8619	-8893	-6765	5838	-2174	-1231	-5250	6019	6105	6833	-999	-1056	8799
-8630	7630	9009	513	-6361	-110	7142	3638	9857	5096	761	-5520	-2606	-8297	409	-8790	-5796	9319	2501	557
2566	9879	-8426	-7398	3895	-8828	9538	-3807	2820	-310	8975	8243	-8718	7053	4843	9099	5196	-4487	-9037	-7440
-5645	-9051	6068	-7560	-6555	9282	-2983	5707	6286	5934	3786	-6691	-7011	3645	7862	5725	-3172	1280	-6055	3587
-5212	4185	-3857	8961	1515	5034	-6273	5545	5818	-6797	8199	5932	-5165	9002	18	2408	9145	4134	2922	-3902
-6172	-6816	1126	-21	-8962	3337	3440	1261	-1250	-5761	8529	-6275	-9256	9855	-3604	813	8963	-1384	6593	-2963
-9364	-5516	8719	1242	9376	-499	-1391	-5234	-5100	1245	365	-4094	6963	5071	5293	-9704	-5594	-5166	-9385	6210
1873	-4380	-1597	-5404	-6566	8607	8016	-4838	-2435	5116	-7156	9107	7852	-6934	-5643	4801	-3273	1694	-5043	8695
2723	2715	972	-727	-8692	3094	3863	2717	-1506	469	8723	-4929	-3077	8698	6442	-4226	-6131	-3611	1669	9678
-9246	7976	9758	3455	-5826	7372	1918	-647	-8906	-1506	8120	1877	-4512	1179	2734	-6252	4916	-1228	-3993	5772
3968	-1068	-2999	-183	-5594	5889	-9018	-3398	-3346	-7958	6185	-17	118	-6016	9582	-5455	9999	-5220	-4853	-8742
5700	373	-6778	-2799	-2292	-7643	9778	4862	-3988	7391	-7534	1302	7310	8240	-8961	-2827	8423	3380	-6901	-4766
-2974	-5912	-1388	2228	-9467	6611	7612	-9230	-5867	-2883	4448	-7328	-8677	-683	-4347	-6068	5353	-5994	-9762	-7746
2695	-3826	-9534	-6993	-8442	3128	-1817	-5970	-4153	5021	-6762	4517	6222	1317	-3726	6002	-2437	8590	-8328	-7697
-6555	-30	7145	6972	9486	-4658	-2797	-9959	-3122	-4979	2072	3917	-4080	-1058	-8319	-6501	-6461	7485	7678	1523
-6838	-2999	3861	9969	-4632	-5875	-9738	-8165	-1810	9021	3735	-5418	-5472	5614	8000	-8166	-7295	5518	4356	-2533
-1774	-2108	-533	-6381	-7485	-1986	-8265	-3755	5191	-8245	-4752	2431	8333	-7790	5793	-3511	9864	5753	-240	8980
5369	-265	-7068	592	448	9370	-1221	-2955	6999	-9249	-3979	4636	-9354	8020	162	4584	6347	-1602	-3049	-6431
2832	962	-6504	-1015	-9491	4916	7992	-5264	6085	-9908	-4143	-7767	-309	8668	-9640	8817	2310	5768	9843	-7487
3075	-9217	-2339	-2121	8428	3114	-9260	-438	5329	8368	7279	7220	-8419	9854	8988	9496	-8293	5621	4564	855
1043	-4838	8628	238	1810	-2160	5199	-780	-328	9846	2365	9798	-9840	5395	-9160	-1798	-3533	5476	-5399	-8770
7873	-6965	-1545	4424	1466	3012	-8135	1555	6380	609	-9948	6120	-5432	-8429	-8129	1922	-7906	-7461	-9557	-2700
8524	-8712	6744	-9880	6966	913	4044	-6472	-2836	3595	-1080	-2017	1819	-7853	-1197	9762	5422	3145	8429	-1373
-4900	5814	-882	-1675	-947	4555	9974	1295	7992	-5032	-8680	-8402	6686	-4516	5661	-8423	-7554	-2478	9399	-9643
-970	-5611	-55	9233	-1202	-6147	2779	3195	3158	-9753	-5809	-8889	-7238	-2611	5858	-5347	-2736	-9218	-1788	-2660
5430	-6515	8639	-9977	9210	1663	7559	-3584	2063	-932	-8940	-5916	1368	-9218	-4968	6880	-5078	-719	-8036	-4150
2640	-6992	-4931	-3855	-9508	-2558	-2464	2312	-2074	-1501	4309	-1170	4622	7109	-2265	-4295	7775	4668	-7294	-4633
-4451	-8350	1323	8359	4077	-1430	9724	3105	-9013	7027	9175	8306	-6409	9501	7828	-5665	2945	431	-1343	5879
1544	-4471	-6177	7191	-7775	9092	3624	-6502	-1040	-1860	530	2517	238	-6345	-6544	-7985	-7215	7697	7258	-6405
-9364	9400	-838	3362	3868	-4121	-8059	5100	-8607	9855	-2230	-6188	-1048	-3381	-9268	7338	-1298	-7778	-8352	-3728
8786	5077	-3145	6396	933	-3282	4449	-2284	-4866	3584	-2482	-2602	-3392	9264	-4831	-2126	-951	-2939	4882	5590
5278	2067	-626	-3380	-1851	-7205	-6037	1242	-575	-1590	-9592	317	-1738	-471	-7050	5549	-590	4263	-3630	-626
8772	-7693	2955	-3236	2479	-1616	-7586	-1968	1413	-2627	-7323	-5928	-249	-1036	5495	9193	1107	-137	-1107	-5360
6991	7623	7298	7414	-4633	-220	8759	7282	-8679	9733	-3776	-2607	-302	-9302	4167	1722	3608	-5361	9254	4326
7596	1503	-1269	5191	-6434	6264	-8553	-8521	-3633	7347	-9133	9689	6152	-2165	-944	1660	169	-4555	4150	4420
8788	2782	3623	9560	3032	6318	-5891	-4188	-5955	-6703	7359	-9905	-1292	-1335	-5815	323	-1375	-3799	9887	-8910
9472	-2948	-3379	429	6454	-6875	-4041	-3666	-1632	7539	-7696	8702	-8367	6804	3050	-8173	-288	-4194	-6496	-9702
3638	-6583	-6381	-6173	-3688	3434	9258	8728	-2449	-1826	7640	-9443	1663	-5095	-4219	3024	-4385	2619	-4757	-3299
3660	-8932	3118	-3490	-9471	-6439	4183	8416	-9755	5585	-5493	-1680	-2281	7332	-9352	-7210	-9827	7783	8622	-427
-8806	-4472	-3703	7761	-6003	5187	6722	3625	-7066	-1687	-541	-5231	3137	-3792	-7988	-2892	-7130	-5219	-1930	3503
1128	-760	-4193	-1351	-9009	3904	1687	-1275	9614	146	6077	9174	-7973	4357	391	-8021	3458	-7336	4577	-9961
-3561	-490	842	-5088	-8453	-7864	3089	-6270	3627	5331	5630	9601	2146	-5393	9692	7719	-5330	12	-7538	-3426
1301	-4234	-1487	-7177	1531	-1748	8160	9948	-8810	3608	5007	-9176	-2888	4166	-1436	-2876	767	-6947	-5320	230
-6455	5510	2275	7324	-7498	830	6059	-8078	-4247	-8242	-3524	-6978	4203	5704	4324	-4830	-7753	8912	-633	-2000
-5328	-8300	-6531	-3702	3403	2724	7737	9267	5097	3254	-7643	5141	-860	-3882	1489	6278	1893	-4049	-7487	122
-6587	-5229	-4410	-1966	-6091	-6181	-1936	-7314	-5173	2753	9268	-4396	-5470	2853	-964	7208	1048	1025	4225	-2140
3925	-9880	-8710	7885	3822	-425	-9971	9355	1056	8720	1401	-1565	-5167	-1727	5937	9297	-6776	7224	6410	7994
8040	-8880	-5969	1709	-3069	3732	3913	-7810	-8021	1761	7671	8097	6683	-5174	-6574	-4549	7971	4669	5478	-5876
3188	6947	-3100	7998	-3262	3408	6120	9396	9564	3974	-9078	-6674	-7750	987	-1681	-9036	-7138	4295	694	4827
7047	8789	9770	-554	60	3647	-8064	-242	-3943	9636	-7920	-9549	-8851	-545	-8453	7878	4755	-5340	4049	3157
-7148	-3207	4487	-4742	8525	-4811	6496	-1901	3015	8931	4125	1896	-9744	859	5334	-8737	5817	8982	2855	-5076
-801	-2935	3097	6723	7587	2406	-6099	6028	2506	1159	5107	796	9626	-5133	9523	-3937	-3337	2065	-9057	9891
627	1205	-9623	5549	5490	2457	726	-8510	8953	-406	2434	5703	-5389	-261	-8595	9207	9067	1676	-9520	2150
-2276	-2219	7580	-730	9318	5573	4533	-4419	-4201	5267	-6737	-8769	-8991	-3784	-7781	-6584	-3541	-7772	77	1839
-4483	-2378	2902	-6754	3434	4235	186	3693	-5920	5778	-8213	3566	9797	5888	-7847	7785	6104	1734	-1091	-4882
-8082	2069	3027	-1376	-3346	5999	8802	-2158	-5698	1934	-6778	3162	4984	-9497	-855	8231	-792	9365	-3736	5261
-7917	-3326	3774	3687	-9952	6061	1576	-7902	2450	5021	-262	-5018	-9218	-1902	-5445	-1074	-5328	9353	-9694	-7538
-7720	-5107	-6686	5815	6503	8036	881	9536	-9715	-814	-7919	-3781	5887	-4556	9356	-7738	5928	9243	-2063	3595
-9387	6536	3627	9239	6239	4878	8490	7462	9118	7002	-3536	-7306	-9022	7692	-171	5493	8127	6011	-4739	-624
4707	-6365	9594	-3147	-9649	-4028	7652	3868	199	3714	7297	-450	4966	3206	2140	2813	-4514	9108	-9468	-4941
-7898	-3095	4303	-1210	-8280	914	-1996	-2522	9167	-6124	-1709	-5163	-4913	3189	-6885	-234	8063	-964	-6651	6516
9522	8330	-1551	-1897	2273	-6934	-8428	-8990	-4571	-747	8923	-8916	4741	-8022	2794	-9448	1811	5372	-9578	9911
-8169	-785	-3880	-1051	-1031	5567	-3581	9101	-7723	7294	-2743	-9111	3378	-3641	-9668	120	9190	-2890	-3609	2459
8972	-8646	-2201	5334	4067	4778	777	5781	-4445	-2761	-4676	-1545	-6880	4828	8747	-6203	-8510	-1204	1292	4364
-8587	3260	-7507	3219	-1256	-1835	-3647	-7836	-1485	-6453	-9888	7637	4177	-2581	-2076	-2954	-9327	-3066	-9116	-4124
-313	4035	-6972	8013	-8130	-7338	-714	-4095	7862	3404	-6954	-7898	-193	3362	-8421	9134	-9869	8250	-8124	-9414
-1672	9078	2758	3196	-6020	3661	7195	585	1201	4238	6922	5056	5395	-5331	4562	5286	8447	-2490	2644	1877
9148	5181	-6797	-7775	-8700	-9206	400	-7743	8073	-8293	7833	2635	-7008	-4826	-3077	1917	2511	-7920	-9109	-9805
-2285	4332	-5663	3456	-2088	4983	-3351	-6272	-216	3989	-332	8028	-3748	2120	7375	447	6739	-1505	7113	8878
9613	5574	-6097	-1247	-8557	5425	1304	-7998	2734	-697	-1306	9055	6695	-3467	-3030	2277	3083	4015	-9498	6874
-6591	-9222	-6646	5076	-7974	1699	-3505	7800	2584	-2924	-488	-761	919	-7703	-3645	-7920	6265	-9196	361	2585
-4890	-557	583	-3989	336	-2161	8996	585	1653	8103	-5036	-5600	-4698	8343	2535	1848	3496	3072	4516	-5659
-3047	-1641	-8264	1644	2214	-110	-1280	1175	-1407	-944	-2929	9709	-5684	5407	-7181	-9687	-7689	-1902	-8136	-8717
7317	-2567	8681	4408	812	-2223	-8461	-1160	-8355	6287	4248	-8303	1566	6077	-2299	8424	2596	-6563	-80	-292
-1991	3457	-4767	94	-5812	4196	-9449	3360	-6883	-3935	-2261	-360	1754	9099	-8280	2178	-5328	7212	-9035	-9021
3168	-6574	-803	4965	6024	-7386	2404	-7839	5228	-9297	-5284	7141	6284	694	-1889	8828	3430	-194	4826	-1535
1705	7076	5938	3757	-1607	-8712	6163	4899	-4854	-3828	-6419	-3262	-5034	2572	1157	6132	2193	7301	-5393	6993
5138	1730	-687	9969	-9172	-581	-7979	759	9410	-5163	8093	-3800	2991	-5176	-3962	1201	9971	-5543	4812	-4833
344	8746	-1308	5143	6108	-3903	-7833	5419	6521	5742	-297	-9456	-3310	-9512	-783	-8898	6997	-655	3116	1869
6960	-7968	8532	5904	2008	-9634	-6305	-5260	-8117	-8736	-7506	-2397	-6721	-6643	2484	292	-9117	1264	7879	-1706
4610	-7992	1042	7029	-9198	6432	-8480	-5244	-5453	-5522	-8572	9240	1586	3552	-2870	-996	-1841	2990	-1855	-6996
7970	6642	-2942	-3650	8715	980	-2239	-2083	8796	6521	-3596	-2378	-2610	-2024	-214	-6257	-8942	-1672	6023	120
6129	-9170	2086	7878	-7538	9091	-8675	5978	-7447	2379	8760	4472	-3411	3234	1003	-2419	-4258	3065	3238	-1342
-9972	-521	1329	-7472	-9624	6357	6134	9390	4565	-9957	8144	8431	1821	-234	-8181	-8171	-7754	9136	3040	9263
1646	5281	6516	7661	-7201	9215	-1499	-9844	-8541	-9975	8852	-8040	-5412	3202	-8590	9311	8602	4407	6342	-2744
5482	5050	-8629	6364	2559	5695	-3010	5052	-7856	6278	8252	-3988	3273	4714	220	4734	-4792	-2487	-7296	-4761
-233	-3098	6281	4116	-4543	9762	551	-4992	3315	-8150	-3672	-5272	-3231	8747	-2029	7713	5102	458	5886	1160
9532	-9179	-8821	6369	-2967	-2841	8444	4162	9519	7010	7549	8096	-5283	8441	9611	-8147	4204	1335	678	673
6926	-3962	2545	-8052	-6793	1377	-2184	5540	3490	-3328	6801	5032	-7908	-8524	6743	7428	1678	153	-796	69
-9630	-4642	7548	-5703	-7483	-1838	3171	451	8492	-5856	8258	9361	-8968	-7346	7867	3985	6953	1002	-5267	-7910
-8833	5330	-5472	4152	-4922	5994	-5872	-4407	4166	9299	6171	-3853	-3913	2910	7300	-7112	-801	2616	-993	8646
1967	-1017	-8311	-4364	-1613	7062	-9243	-5847	-7641	5574	2718	3504	9112	-9857	7522	-341	-8387	2566	5695	5886
-3452	9311	-3535	-7992	5503	7533	-4099	-2176	-3729	8368	4877	-8252	6613	-995	-5591	4515	-2399	-7968	-7001	-4542
-1689	8860	-5595	9142	3859	-8300	9697	-6912	537	1230	-1552	-5823	380	5174	874	-9672	4023	-3983	5680	3578
112	-3999	-6249	-3738	-4768	3645	-881	5710	9320	-3876	-1299	341	7844	-968	-6439	7001	945	7064	9281	7840
-6459	-6555	-7071	-2108	6629	-4045	4202	-1205	9115	8682	-966	8843	4195	261	7099	-7238	8490	4184	4417	2741
6869	-9347	-1050	4263	6546	-8873	-8089	-6431	7141	-8305	-755	-9073	-5489	-178	-4327	-6878	-6632	3145	-7929	-1081
-3798	-5842	2141	6176	-4270	8375	1985	2595	-3764	-9685	3954	8296	1317	9480	159	1030	-3839	3311	-6214	1141
-3603	6160	-5905	-4251	5826	-7374	-9168	-8127	336	4219	-2167	-7933	-4168	5890	-2881	4181	724	-179	2190	-7288
6939	422	-7722	-4544	9232	3948	8524	8134	-545	7931	6465	6595	-693	4759	-2970	1689	8201	-4653	1845	3026
6966	-5548	-2935	5199	-5872	-1414	1092	3906	291	-8830	-7604	-5183	-2461	-2781	6961	-2413	4419	5302	-5571	-6250
-5105	-659	1708	9550	-5624	5611	1003	-6755	1252	9801	8673	-961	7116	-5358	-5264	3006	4580	-1434	1158	-9580
1997	3927	-5796	-6469	-9862	-8208	-1248	-3223	-3797	7414	-3577	5906	-9151	5874	2017	-482	-1296	-2766	-1467	-4372
